stack_id,primary_role,stack_name,required_skills,preferred_skills,stack_popularity_score,stack_level,typical_experience_years,industry_sector
3239,Python Developer,GCP Data Platform,GCS|BigQuery|Pub/Sub,Dataflow|Cloud Run|Composer,0.54,Advanced,4,Cybersecurity
3240,Performance Engineer,Flask Microservices,Redis|Flask|SQLAlchemy|Python,Pytest|Kubernetes|Docker,0.21,Intermediate,0,Automotive
3241,AI Engineer,Shopify E-commerce,Liquid|Shopify CLI|HTML/CSS|JavaScript,React,0.57,Advanced,10,Fintech
3242,Node.js Developer,SAP Enterprise,ABAP|SAP S/4HANA|Fiori,BTP|OData,0.84,Advanced,6,Manufacturing
3243,SRE Engineer,Computer Vision Stack,YOLO|OpenCV|TensorFlow|Python,ONNX,0.29,Intermediate,7,IT
3244,Principal Engineer,Computer Vision Stack,OpenCV|YOLO|TensorFlow|Python,MediaPipe|Albumentations,0.66,Intermediate,10,Telecom
3245,Python Developer,MERN Stack,Express.js|MongoDB|React,Jest,0.99,Beginner,1,Aerospace
3246,API Developer,Cybersecurity Stack,Python|Wireshark|Nmap,OWASP ZAP,0.15,Beginner,11,Fintech
3247,Automation Engineer,Azure Enterprise,Azure Functions|AKS|Cosmos DB|Azure DevOps,Service Bus|Application Insights,0.41,Intermediate,10,Gaming
3248,API Developer,Cybersecurity Stack,Wireshark|Metasploit|Nmap|Python,Burp Suite|Kali Linux|Splunk,0.4,Advanced,12,Automotive
3249,Salesforce Developer,ETL Data Pipeline,Airflow|Apache Kafka,Docker|Great Expectations,0.27,Beginner,7,Finance
3250,SAP Consultant,Spring Boot Enterprise,Spring Boot|Maven|PostgreSQL|Java,Docker|Kafka,0.67,Beginner,3,Manufacturing
3251,Backend Developer,React Native Mobile,React Native|Redux|Expo|JavaScript,Detox,0.99,Intermediate,1,Cybersecurity
3252,Rust Developer,Frontend React Modern,React|TypeScript,React Query,0.71,Intermediate,6,Healthcare
3253,Embedded Systems Engineer,PyTorch Deep Learning,PyTorch|NumPy|Python,Weights & Biases|Hugging Face|ONNX,0.32,Advanced,11,Logistics
3254,Automation Engineer,DevOps Automation,Terraform|Kubernetes|Docker,ArgoCD|Ansible|Prometheus,0.68,Intermediate,5,SaaS
3255,Performance Engineer,QA Automation,TestNG|Jenkins|Selenium|Python,Allure,0.23,Advanced,2,SaaS
3256,Solutions Architect,Unreal Engine Stack,Unreal Engine|Visual Studio|Blueprints|C++,Substance Painter|Perforce|Houdini,0.12,Beginner,6,Media
3257,Game Developer,Vue.js Ecosystem,Vite|TypeScript|Vue 3|Pinia,Nuxt.js|Cypress,0.43,Advanced,1,Logistics
3258,Python Developer,Django Full Stack,Python|Django|PostgreSQL|HTML/CSS,Docker|Redis,0.54,Advanced,12,Fintech
3259,Vue.js Developer,ASP.NET Core Stack,Entity Framework|C#,Blazor,0.75,Beginner,8,Finance
3260,Shopify Developer,MEAN Stack,Node.js|MongoDB|Angular|Express.js,TypeScript|RxJS|Jasmine,0.73,Beginner,0,Biotech
3261,Rust Developer,QA Automation,TestNG|Jenkins|Python|Selenium,Cypress,0.45,Advanced,0,Biotech
3262,Product Engineer,React Native Mobile,Redux|React Native|JavaScript,TypeScript|Detox|Firebase,0.27,Intermediate,3,Telecom
3263,Mobile Developer,Unreal Engine Stack,C++|Visual Studio|Blueprints|Unreal Engine,FMOD|Perforce|Houdini,0.91,Beginner,0,Media
3264,Computer Vision Engineer,Frontend React Modern,Tailwind CSS|React|Vite|TypeScript,Zustand|Storybook|React Query,0.63,Intermediate,2,Consulting
3265,QA Engineer,Flutter Cross-Platform,Firebase|REST APIs|Dart,Provider,0.65,Advanced,12,SaaS
3266,Embedded Systems Engineer,Data Engineering Pipeline,Python|AWS S3|Apache Spark|Airflow,Delta Lake,0.56,Advanced,3,Consulting
3267,ML Engineer,MEAN Stack,Node.js|Angular,TypeScript,0.23,Intermediate,6,Energy
3268,Staff Engineer,MERN Stack,Node.js|React|Express.js,Jest|Mongoose,0.11,Advanced,11,Retail
3269,Build Engineer,ASP.NET Core Stack,C#|SQL Server,Azure|Blazor,0.54,Intermediate,7,Retail
3270,IoT Developer,GCP Data Platform,Cloud Functions|BigQuery|GCS,Composer|Vertex AI|Dataflow,0.71,Intermediate,8,Aerospace
3271,Node.js Developer,NLP Pipeline,Python|NLTK|Hugging Face Transformers,SentenceTransformers|Pandas|FastAPI,0.99,Beginner,3,Gaming
3272,Mobile Developer,PyTorch Deep Learning,CUDA|Python|PyTorch,ONNX,0.3,Advanced,5,E-commerce
3273,BI Analyst,React Native Mobile,JavaScript|Redux|Expo,Jest|Firebase|Detox,0.96,Intermediate,12,Fintech
3274,Go Developer,Next.js Full Stack,Next.js|Prisma,tRPC|Vercel,0.88,Beginner,7,Consulting
3275,BI Analyst,Data Engineering Pipeline,AWS S3|Airflow,Delta Lake|Snowflake|Kafka,0.57,Beginner,2,Fintech
3276,Frontend Developer,SAP Enterprise,ABAP|SAP S/4HANA|SAP HANA,OData|BTP,0.8,Advanced,3,Biotech
3277,WordPress Developer,DevOps Automation,Jenkins|Kubernetes,ArgoCD|Grafana,0.93,Advanced,6,Automotive
3278,NLP Engineer,Next.js Full Stack,Next.js|React|Prisma|TypeScript,tRPC,0.9,Beginner,12,Logistics
3279,Release Engineer,Azure Enterprise,Cosmos DB|Azure DevOps|Azure Functions,Service Bus,0.36,Beginner,3,EdTech
3280,Security Engineer,Spring Boot Enterprise,Spring Boot|Java,Hibernate,0.76,Beginner,9,Telecom
3281,ETL Developer,GraphQL API,Node.js|GraphQL,TypeScript,0.1,Intermediate,8,Manufacturing
3282,Mobile Developer,Data Engineering Pipeline,Apache Spark|Python,dbt|Kafka,0.12,Advanced,2,Telecom
3283,Angular Developer,Next.js Full Stack,React|Next.js|Prisma,Vercel,0.25,Advanced,12,E-commerce
3284,Principal Engineer,AWS Cloud Native,S3|DynamoDB,SQS|CloudWatch,0.11,Beginner,5,Biotech
3285,Full Stack Developer,Go Microservices,Docker|gRPC,Kubernetes,0.76,Intermediate,6,Consulting
3286,Java Developer,Data Engineering Pipeline,Apache Spark|AWS S3|Python,Snowflake|Delta Lake|dbt,0.33,Advanced,1,Consulting
3287,API Developer,Salesforce Platform,Lightning Web Components|Apex,Visualforce,0.43,Intermediate,9,Aerospace
3288,Principal Engineer,Flask Microservices,Flask|Python|Redis,Docker,0.63,Advanced,7,Logistics
3289,Data Engineer,GCP Data Platform,Pub/Sub|BigQuery,Composer|Vertex AI|Cloud Run,0.56,Advanced,4,Fintech
3290,Frontend Developer,Business Intelligence,SQL|Python|Power BI,Tableau|Looker,0.26,Advanced,12,Telecom
3291,Data Analyst,iOS Native,UIKit|Swift,ARKit,0.18,Intermediate,8,Media
3292,Software Engineer,Spring Boot Enterprise,PostgreSQL|Maven|Spring Boot,JUnit|Hibernate,0.88,Beginner,1,Retail
3293,Analytics Engineer,Game Development Unity,Unity|Visual Studio,Photon|Addressables,0.59,Advanced,8,Retail
3294,ML Engineer,AWS Cloud Native,DynamoDB|API Gateway,SNS|CloudFormation,0.76,Beginner,6,Energy
3295,ETL Developer,Business Intelligence,SQL|Power BI|Excel|Python,Alteryx|DAX,0.74,Intermediate,2,EdTech
3296,Data Scientist,AWS Cloud Native,API Gateway|DynamoDB|AWS Lambda|S3,SNS|SQS,0.43,Intermediate,10,Government
3297,ML Engineer,Flutter Cross-Platform,Firebase|REST APIs,BLoC Pattern|Provider,0.52,Advanced,8,Aerospace
3298,Data Engineer,Game Development Unity,Unity|Blender|C#|Visual Studio,Addressables|DOTween|Plastic SCM,0.5,Intermediate,3,Gaming
3299,Blockchain Developer,Django Full Stack,PostgreSQL|Django|HTML/CSS,Django REST Framework|Celery|Redis,0.1,Advanced,1,Fintech
3300,Backend Developer,GraphQL API,Node.js|Apollo Server,Jest|DataLoader|Prisma,0.75,Intermediate,12,Healthcare
3301,AI Engineer,ASP.NET Core Stack,Entity Framework|.NET Core,Azure|xUnit|Blazor,0.95,Advanced,12,Retail
3302,Platform Engineer,Rust Systems,Rust|PostgreSQL|Actix-web|Tokio,Docker|Cargo|Serde,0.72,Intermediate,4,Healthcare
3303,Salesforce Developer,Flask Microservices,SQLAlchemy|Redis,Kubernetes,0.47,Beginner,6,Biotech
3304,Angular Developer,Spring Boot Enterprise,Spring Boot|PostgreSQL,JUnit,0.24,Advanced,5,EdTech
3305,Product Engineer,Flask Microservices,Redis|Flask|SQLAlchemy|Python,Pytest,0.39,Advanced,7,Cybersecurity
3306,Analytics Engineer,Svelte Modern,TypeScript|Tailwind CSS|SvelteKit|Svelte,Supabase|Playwright,0.58,Intermediate,9,Government
3307,Angular Developer,React Native Mobile,Expo|Redux,Jest,0.57,Beginner,8,Government
3308,AI Engineer,MEAN Stack,Express.js|MongoDB|Node.js,Jasmine|TypeScript|NgRx,0.74,Intermediate,11,SaaS
3309,Analytics Engineer,Android Native,Kotlin|Android Studio|Jetpack Compose,Retrofit,0.76,Beginner,6,Aerospace
3310,Angular Developer,Django Full Stack,HTML/CSS|Python|PostgreSQL,Celery|Redis|Django REST Framework,0.13,Intermediate,10,Energy
3311,Embedded Systems Engineer,Frontend React Modern,Vite|React|TypeScript|Tailwind CSS,React Query|Zustand|Storybook,0.64,Advanced,1,EdTech
3312,Rust Developer,Computer Vision Stack,Python|OpenCV|YOLO|TensorFlow,PyTorch,0.42,Beginner,5,Automotive
3313,IoT Developer,Vue.js Ecosystem,Vue 3|TypeScript|Vite|Pinia,Vuetify,0.15,Advanced,11,Gaming
3314,QA Engineer,SAP Enterprise,SAP HANA|ABAP|SAP S/4HANA|Fiori,CDS Views,0.72,Beginner,5,Energy
3315,IoT Developer,GCP Data Platform,Cloud Functions|Pub/Sub|BigQuery|GCS,Vertex AI|Dataflow|Cloud Run,0.85,Beginner,7,Finance
3316,Database Administrator,Go Microservices,Docker|gRPC,Kubernetes|Prometheus|Redis,0.36,Beginner,6,Biotech
3317,Staff Engineer,ASP.NET Core Stack,C#|Entity Framework|SQL Server,SignalR|Azure,0.35,Intermediate,10,Government
3318,SRE Engineer,Salesforce Platform,SOQL|Lightning Web Components|Apex|Salesforce CLI,Flow Builder|Heroku,0.25,Intermediate,9,Gaming
3319,NLP Engineer,MERN Stack,MongoDB|Node.js|React|Express.js,Jest,0.86,Advanced,10,Logistics
3320,Software Engineer,Azure Enterprise,Cosmos DB|AKS,Logic Apps,0.99,Intermediate,2,E-commerce
3321,React Developer,Spring Boot Enterprise,Maven|Java|Spring Boot|PostgreSQL,Kafka|JUnit|Docker,0.86,Intermediate,6,Consulting
3322,Platform Engineer,Cybersecurity Stack,Nmap|Wireshark|Metasploit|Python,Burp Suite|OWASP ZAP|Kali Linux,0.62,Beginner,12,Cybersecurity
3323,BI Analyst,Android Native,Room|Kotlin|Jetpack Compose|Android Studio,Dagger/Hilt|Retrofit,0.82,Advanced,7,Healthcare
3324,Data Scientist,Flask Microservices,Flask|SQLAlchemy|Redis|Python,RabbitMQ|Docker,0.31,Beginner,1,EdTech
3325,Go Developer,Embedded Systems,C|C++|RTOS|ARM,JTAG|GPIO,0.93,Advanced,11,Energy
3326,Full Stack Developer,MEAN Stack,Node.js|Angular|MongoDB,TypeScript,0.76,Beginner,7,Energy
3327,NLP Engineer,SAP Enterprise,SAP S/4HANA|ABAP,RAP|BTP|OData,0.65,Intermediate,7,Finance
3328,Product Engineer,Cybersecurity Stack,Metasploit|Python|Nmap,Kali Linux,0.5,Advanced,10,Healthcare
3329,Full Stack Developer,Azure Enterprise,AKS|Azure DevOps,Service Bus|Application Insights|Azure AD,0.41,Beginner,8,Cybersecurity
3330,Blockchain Developer,PyTorch Deep Learning,NumPy|PyTorch|Python,ONNX|Weights & Biases|Hugging Face,0.34,Intermediate,1,Consulting
3331,Database Administrator,ETL Data Pipeline,Apache Kafka|Airflow|Python|PostgreSQL,Docker|Great Expectations|dbt,0.31,Beginner,3,Logistics
3332,Release Engineer,Django Full Stack,Python|Django|PostgreSQL,Django REST Framework|Celery|Docker,0.72,Beginner,0,Gaming
3333,Go Developer,PyTorch Deep Learning,Python|PyTorch,ONNX|Weights & Biases|Hugging Face,0.46,Intermediate,0,Automotive
3334,Staff Engineer,IoT Platform,AWS IoT|Python|MQTT,Node-RED|InfluxDB|Docker,0.6,Beginner,0,Biotech
3335,Automation Engineer,Data Engineering Pipeline,Python|Airflow,Kafka,0.64,Advanced,9,EdTech
3336,SAP Consultant,React Native Mobile,Expo|Redux|JavaScript|React Native,Jest|Firebase|TypeScript,0.57,Advanced,3,Gaming
3337,Full Stack Developer,DevOps Automation,Docker|Terraform|Kubernetes,Ansible|ArgoCD|Prometheus,0.3,Beginner,8,EdTech
3338,Senior Software Engineer,iOS Native,UIKit|Core Data|Swift|Xcode,ARKit,0.51,Intermediate,10,Manufacturing
3339,Release Engineer,Flutter Cross-Platform,Flutter|Dart|REST APIs,Hive|BLoC Pattern|Integration Tests,0.87,Advanced,8,Government
3340,API Developer,iOS Native,Xcode|Core Data,ARKit|Combine,0.47,Advanced,12,Government
3341,Salesforce Developer,Business Intelligence,Excel|SQL|Python|Power BI,Looker|Alteryx|DAX,0.55,Beginner,0,Gaming
3342,WordPress Developer,Cybersecurity Stack,Wireshark|Metasploit,Splunk|Kali Linux,0.59,Intermediate,5,Government
3343,React Developer,GCP Data Platform,Cloud Functions|GCS|Pub/Sub|BigQuery,Dataflow|Vertex AI,0.86,Intermediate,5,IT
3344,Senior Software Engineer,MERN Stack,MongoDB|React,Redux|TypeScript,0.89,Advanced,0,Healthcare
3345,Python Developer,Next.js Full Stack,Next.js|React,Tailwind CSS,0.42,Advanced,3,Media
3346,Embedded Systems Engineer,ML Engineering Stack,Pandas|Scikit-learn|TensorFlow,FastAPI,0.46,Intermediate,1,Government
3347,Java Developer,ETL Data Pipeline,Apache Kafka|Airflow|PostgreSQL,dbt,0.57,Beginner,2,Media
3348,AI Engineer,Unreal Engine Stack,C++|Blueprints|Unreal Engine|Visual Studio,Houdini|Substance Painter|FMOD,0.33,Advanced,6,Energy
3349,Node.js Developer,ML Engineering Stack,Scikit-learn|Python|TensorFlow|Pandas,MLflow|Docker,0.82,Advanced,11,IT
3350,Automation Engineer,Flask Microservices,Flask|SQLAlchemy|Redis|Python,RabbitMQ|Docker|Pytest,0.83,Intermediate,12,Media
3351,DevOps Engineer,Embedded Systems,RTOS|C|C++|ARM,GPIO|JTAG,0.24,Beginner,8,Gaming
3352,Technical Lead,Salesforce Platform,SOQL|Lightning Web Components|Apex,Visualforce|Flow Builder|MuleSoft,0.24,Intermediate,8,Media
3353,Salesforce Developer,Flutter Cross-Platform,Flutter|REST APIs,Integration Tests|BLoC Pattern|Provider,0.13,Beginner,2,Media
3354,Systems Programmer,Game Development Unity,Visual Studio|Unity,Addressables,0.23,Intermediate,12,SaaS
3355,Engineering Manager,MEAN Stack,Angular|Node.js,NgRx|TypeScript,0.29,Beginner,9,Manufacturing
3356,ML Engineer,AWS Cloud Native,S3|AWS Lambda,SNS|SQS|CloudFormation,0.98,Intermediate,2,Media
3357,Salesforce Developer,Salesforce Platform,Apex|SOQL|Salesforce CLI|Lightning Web Components,MuleSoft,0.82,Intermediate,9,E-commerce
3358,Technical Lead,Game Development Unity,C#|Unity,DOTween,0.73,Advanced,8,Retail
3359,Data Engineer,SAP Enterprise,SAP S/4HANA|ABAP,CDS Views|OData,0.41,Advanced,2,Manufacturing
3360,Automation Engineer,Unreal Engine Stack,Visual Studio|Unreal Engine,Perforce|FMOD|Houdini,0.59,Advanced,9,IT
3361,WordPress Developer,Next.js Full Stack,Next.js|TypeScript,NextAuth|Tailwind CSS,0.12,Beginner,5,Telecom
3362,Senior Software Engineer,ETL Data Pipeline,Apache Kafka|Airflow|PostgreSQL,dbt,0.12,Beginner,12,IT
3363,BI Analyst,NLP Pipeline,spaCy|Hugging Face Transformers|NLTK,SentenceTransformers|FAISS,0.31,Advanced,10,Automotive
3364,Analytics Engineer,MERN Stack,Node.js|Express.js,Jest|Mongoose|TypeScript,0.15,Advanced,6,Finance
3365,DevOps Engineer,QA Automation,Python|Selenium|TestNG|Jenkins,Docker|Playwright|Allure,0.12,Advanced,11,Healthcare
3366,Backend Developer,Azure Enterprise,Azure DevOps|Cosmos DB|Azure Functions,Service Bus|Azure AD|Logic Apps,0.81,Intermediate,1,Media
3367,Systems Programmer,Android Native,Room|Kotlin|Android Studio|Jetpack Compose,Espresso|Retrofit,0.74,Advanced,5,IT
3368,Game Developer,GCP Data Platform,BigQuery|GCS|Cloud Functions,Composer,0.83,Beginner,1,Government
3369,Software Engineer,Embedded Systems,C|C++|RTOS,FreeRTOS|GPIO|JTAG,0.86,Beginner,6,IT
3370,Mobile Developer,GCP Data Platform,Pub/Sub|Cloud Functions|BigQuery|GCS,Dataflow|Composer|Vertex AI,0.75,Intermediate,9,Gaming
3371,NLP Engineer,Frontend React Modern,Vite|React,React Query|Zustand|Vitest,0.76,Intermediate,9,Retail
3372,Technical Lead,Android Native,Kotlin|Room,Espresso|Coroutines|Retrofit,0.96,Advanced,4,Automotive
3373,API Developer,AWS Cloud Native,AWS Lambda|DynamoDB|API Gateway,SQS,0.11,Intermediate,0,Logistics
3374,Angular Developer,Azure Enterprise,AKS|Azure DevOps|Cosmos DB|Azure Functions,Logic Apps,0.14,Beginner,10,Government
3375,ETL Developer,Azure Enterprise,Cosmos DB|Azure DevOps,Azure AD|Logic Apps|Application Insights,0.77,Intermediate,4,Telecom
3376,Rust Developer,Salesforce Platform,Apex|SOQL|Salesforce CLI,MuleSoft,0.22,Intermediate,9,Telecom
3377,Software Engineer,IoT Platform,AWS IoT|Python|MQTT|Raspberry Pi,Node-RED|Grafana,0.27,Advanced,11,Consulting
3378,Game Developer,MEAN Stack,MongoDB|Express.js,TypeScript|RxJS|NgRx,0.29,Advanced,4,Telecom
3379,AI Engineer,Android Native,Kotlin|Android Studio|Jetpack Compose|Room,Retrofit|Dagger/Hilt|Espresso,0.86,Beginner,2,Gaming
3380,Performance Engineer,GraphQL API,GraphQL|PostgreSQL,TypeScript|Prisma|DataLoader,0.47,Beginner,12,Telecom
3381,WordPress Developer,LAMP Stack,Apache|PHP|MySQL|Linux,Laravel,0.78,Advanced,9,Gaming
3382,Product Engineer,Data Engineering Pipeline,Airflow|Python|Apache Spark|AWS S3,Snowflake|Delta Lake|Kafka,0.12,Intermediate,5,Gaming
3383,QA Engineer,Data Engineering Pipeline,Airflow|Apache Spark,Delta Lake|Snowflake,0.24,Beginner,6,Energy
3384,QA Engineer,ASP.NET Core Stack,SQL Server|.NET Core|Entity Framework|C#,Azure,0.39,Advanced,0,Cybersecurity
3385,Data Analyst,Frontend React Modern,Vite|Tailwind CSS|React,React Query|Storybook|Zustand,0.65,Advanced,6,Cybersecurity
3386,Engineering Manager,Rust Systems,Rust|Actix-web,SQLx|Cargo,0.34,Advanced,9,IT
3387,Software Engineer,MERN Stack,MongoDB|React|Node.js,Redux,0.2,Intermediate,6,Government
3388,SAP Consultant,Game Development Unity,Unity|C#|Blender,Addressables,0.82,Beginner,10,Automotive
3389,CTO,AWS Cloud Native,API Gateway|AWS Lambda|DynamoDB,SNS|SQS,0.58,Advanced,9,E-commerce
3390,Analytics Engineer,Frontend React Modern,TypeScript|Tailwind CSS|Vite,Vitest|Storybook,0.21,Intermediate,2,Telecom
3391,Data Scientist,IoT Platform,AWS IoT|Raspberry Pi,InfluxDB|Node-RED,0.25,Beginner,12,Manufacturing
3392,Principal Engineer,PyTorch Deep Learning,Python|NumPy|CUDA,ONNX|Weights & Biases,0.26,Beginner,12,Biotech
3393,Shopify Developer,ASP.NET Core Stack,.NET Core|SQL Server|C#,Azure|SignalR,0.29,Advanced,5,Consulting
3394,Solutions Architect,IoT Platform,MQTT|Python|AWS IoT,Grafana,0.49,Advanced,0,Consulting
3395,Senior Software Engineer,Vue.js Ecosystem,Pinia|Vite,Vuetify,0.93,Beginner,3,Energy
3396,ETL Developer,ML Engineering Stack,Python|TensorFlow|Pandas,MLflow,0.51,Beginner,1,Media
3397,IoT Developer,Go Microservices,Docker|PostgreSQL|Go,Testify,0.58,Intermediate,3,IT
3398,Performance Engineer,ASP.NET Core Stack,Entity Framework|C#|SQL Server|.NET Core,SignalR,0.49,Advanced,12,Automotive
3399,Security Engineer,Android Native,Jetpack Compose|Room|Android Studio,Retrofit,0.78,Intermediate,5,Healthcare
3400,React Developer,Vue.js Ecosystem,Vite|Pinia|Vue 3|TypeScript,Nuxt.js,0.83,Beginner,2,Retail
3401,WordPress Developer,MERN Stack,MongoDB|React|Node.js|Express.js,Redux|Jest,0.86,Advanced,2,Manufacturing
3402,Build Engineer,Game Development Unity,C#|Unity|Visual Studio|Blender,Addressables|Plastic SCM,0.49,Intermediate,6,E-commerce
3403,Blockchain Developer,iOS Native,Xcode|UIKit,ARKit|XCTest|Combine,0.2,Intermediate,5,Government
3404,Senior Software Engineer,Azure Enterprise,AKS|Cosmos DB,Service Bus|Application Insights|Azure AD,0.23,Advanced,12,E-commerce
3405,Analytics Engineer,IoT Platform,Python|AWS IoT,Grafana|InfluxDB|Docker,0.35,Intermediate,3,Telecom
3406,BI Analyst,Android Native,Room|Kotlin|Jetpack Compose,Retrofit,0.94,Beginner,3,E-commerce
3407,Blockchain Developer,LAMP Stack,PHP|MySQL|Apache,PHPUnit,0.15,Advanced,4,Media
3408,WordPress Developer,Cybersecurity Stack,Metasploit|Wireshark|Python,OWASP ZAP,0.15,Advanced,2,Cybersecurity
3409,WordPress Developer,Frontend React Modern,TypeScript|Tailwind CSS,Storybook|Zustand,0.62,Intermediate,12,Consulting
3410,Senior Software Engineer,ML Engineering Stack,Python|Pandas|Scikit-learn,FastAPI|MLflow|NumPy,0.84,Advanced,1,Fintech
3411,Build Engineer,iOS Native,Xcode|Core Data,SwiftUI|Combine,0.33,Beginner,5,Healthcare
3412,Data Scientist,Spring Boot Enterprise,Maven|PostgreSQL|Spring Boot|Java,Kafka,0.6,Advanced,3,Healthcare
3413,Security Engineer,PyTorch Deep Learning,NumPy|PyTorch,Weights & Biases|TensorBoard,0.93,Beginner,9,Government
3414,AI Engineer,React Native Mobile,React Native|JavaScript|Redux|Expo,Detox,0.67,Intermediate,10,Automotive
3415,Vue.js Developer,ETL Data Pipeline,Python|PostgreSQL|Apache Kafka|Airflow,AWS Redshift,0.6,Intermediate,2,Energy
3416,Data Scientist,Unreal Engine Stack,Blueprints|C++|Unreal Engine,FMOD|Substance Painter|Houdini,0.63,Intermediate,1,Manufacturing
3417,Data Analyst,Next.js Full Stack,Prisma|TypeScript|Next.js|React,NextAuth|Tailwind CSS|Vercel,0.15,Advanced,1,Gaming
3418,Data Engineer,React Native Mobile,JavaScript|Redux,TypeScript,0.95,Intermediate,0,Aerospace
3419,Blockchain Developer,MEAN Stack,Node.js|Angular|Express.js,Jasmine,0.56,Intermediate,2,E-commerce
3420,Java Developer,Game Development Unity,C#|Blender|Visual Studio|Unity,Plastic SCM,0.95,Advanced,1,Cybersecurity
3421,Mobile Developer,NLP Pipeline,NLTK|Python,FastAPI|Pandas|SentenceTransformers,0.85,Intermediate,7,E-commerce
3422,Platform Engineer,Salesforce Platform,Salesforce CLI|SOQL|Lightning Web Components,MuleSoft|Flow Builder|Visualforce,0.99,Beginner,6,Automotive
3423,Embedded Systems Engineer,WordPress CMS Stack,MySQL|HTML/CSS|WordPress,WooCommerce|ACF,0.15,Intermediate,11,Biotech
3424,Game Developer,IoT Platform,AWS IoT|MQTT|Raspberry Pi|Python,Docker|Grafana|InfluxDB,0.2,Intermediate,5,Fintech
3425,SRE Engineer,Embedded Systems,ARM|C++|C,GPIO,0.25,Intermediate,1,Government
3426,Platform Engineer,Business Intelligence,Power BI|SQL,Tableau,0.96,Beginner,8,Cybersecurity
3427,ETL Developer,ETL Data Pipeline,Python|Apache Kafka|Airflow,Docker|AWS Redshift,0.41,Advanced,11,Energy
3428,Node.js Developer,Embedded Systems,C|ARM|C++,JTAG|GPIO,0.89,Beginner,6,Consulting
3429,SAP Consultant,GCP Data Platform,Pub/Sub|BigQuery,Vertex AI,0.27,Advanced,10,Manufacturing
