phrase_id,weak_phrase,recommended_replacement,severity_score,category
3249,Was given the opportunity to,Promoted to,0.83,passive
3250,Very experienced,Expert-level command of,0.54,quantify
3251,Assisted with,Facilitated,0.89,action_verb
3252,Etc.,[Replace with details],0.45,vague
3253,Different things,A range of initiatives including,0.32,vague
3254,Handled,Orchestrated,0.91,action_verb
3255,Synergy,Collaboration,0.65,buzzword
3256,Responsibilities included,Delivered value through,0.54,format
3257,Many projects,Numerous client-facing engagements,0.78,vague
3258,Various tasks,Strategic initiatives such as,0.51,vague
3259,Was given the opportunity to,Earned the role of,0.7,passive
3260,Worked on,Engineered,0.41,action_verb
3261,Managed multiple projects,Coordinated 12 projects with 95% on-time delivery,0.7,quantify
3262,Large-scale project,Multi-year program with 50+ stakeholders,0.94,quantify
3263,Was asked to lead,Directed,0.99,passive
3264,Team player,Team-oriented professional,0.34,buzzword
3265,Objective: To obtain a position,[Use a career highlights section],0.63,filler
3266,Results-oriented,Generated concrete deliverables,0.97,buzzword
3267,Actively participated,Led [specific component],0.37,redundant
3268,Did,Achieved,0.42,action_verb
3269,Proficient in Microsoft Office,SharePoint administration and workflow design,0.64,specificity
3270,Dealt with,Addressed,0.35,action_verb
3271,Objective: To obtain a position,[Write a targeted summary statement],0.44,filler
3272,Think outside the box,Inventive analyst,0.35,buzzword
3273,Participated in,Championed,0.66,action_verb
3274,Tasked with,Commissioned to,0.9,action_verb
3275,Many projects,Numerous client-facing engagements,0.41,vague
3276,Made,Produced,0.68,action_verb
3277,Good at,Proficient in,0.57,vague
3278,Basic understanding of,Introductory experience with,0.39,vague
3279,Team player,Effective collaborator,0.6,buzzword
3280,My duties were,Produced,0.41,format
3281,Was asked to lead,Headed,0.71,passive
3282,Some experience with,Developing expertise in,0.49,vague
3283,Responsible for,Directed,0.61,action_verb
3284,Proficient in Microsoft Office,Document automation with Word templates,0.72,specificity
3285,Detail-oriented,Thorough and methodical,0.53,buzzword
3286,Was asked to lead,Directed,0.62,passive
3287,Was asked to lead,Led,0.82,passive
3288,Think outside the box,Solution architect,0.54,buzzword
3289,Knowledge of programming,Backend engineering with Java and Spring Boot,0.57,specificity
3290,Proficient in Microsoft Office,PowerPoint deck design for C-suite presentations,0.59,specificity
3291,Dealt with,Mitigated,0.81,action_verb
3292,A lot of experience,Comprehensive background in,0.94,vague
3293,Dealt with,Mitigated,0.37,action_verb
3294,I am,[Remove first person],0.47,format
3295,Problem-solving skills,Resolved critical data pipeline failure within 2 hours,0.49,specificity
3296,Actively participated,Executed [specific task],0.5,redundant
3297,Assisted the team,Supported the engineering team in delivering,0.79,action_verb
3298,Very experienced,Advanced proficiency in,0.94,quantify
3299,Many projects,A portfolio of strategic projects,0.38,vague
3300,References available upon request,[Remove entirely],0.83,filler
3301,Some experience with,Growing proficiency in,0.59,vague
3302,Tasked with,Commissioned to,0.45,action_verb
3303,Worked on,Designed,0.32,action_verb
3304,Actively participated,Delivered [specific output],0.57,redundant
3305,Improved efficiency,Cut operational costs by 25%,0.9,quantify
3306,Various tasks,Specific deliverables including,0.31,vague
3307,Made,Produced,0.53,action_verb
3308,Improved efficiency,Cut operational costs by 25%,0.64,quantify
3309,Was in charge of,Managed,0.68,action_verb
3310,Detail-oriented,Accuracy-focused contributor,0.4,buzzword
3311,Proficient in Microsoft Office,Data analysis using Excel and Power BI,0.89,specificity
3312,Tasked with,Entrusted with,0.72,action_verb
3313,Dealt with,Navigated,0.39,action_verb
3314,Improved efficiency,Cut operational costs by 25%,0.42,quantify
3315,Responsibilities included,Achievements included,0.77,format
3316,Involved in,Engaged in,0.55,action_verb
3317,Team player,Collaborative leader,0.92,buzzword
3318,Was responsible for managing,Directed,0.61,passive
3319,Participated in,Coordinated,0.75,action_verb
3320,My duties were,Delivered,0.57,format
3321,Synergy,Integrated teamwork,0.34,buzzword
3322,Responsible for,Managed,0.84,action_verb
3323,Managed a team,Led a cross-functional team of 8,0.95,quantify
3324,References available upon request,[Omit — implied],0.44,filler
3325,Helped with,Facilitated,0.32,action_verb
3326,Responsible for,Oversaw,0.87,action_verb
3327,Job description,Achievement summary,0.45,format
3328,Networking,Built partnerships with 25+ enterprise clients,0.86,specificity
3329,Knowledge of programming,Full-stack development with React and Node.js,0.81,specificity
3330,Worked on,Designed,0.66,action_verb
3331,Proficient in Microsoft Office,Data analysis using Excel and Power BI,0.53,specificity
3332,Actively participated,Drove [specific initiative],0.74,redundant
3333,Communicated with stakeholders,Aligned 6 department heads on strategic priorities,0.58,specificity
3334,Etc.,[List specific items],0.46,vague
3335,Did,Accomplished,0.53,action_verb
3336,Responsible for,Spearheaded,0.76,action_verb
3337,Responsible for,Spearheaded,0.45,action_verb
3338,Hard worker,Results-driven professional,0.76,buzzword
3339,Go-getter,Target-focused executor,0.56,buzzword
3340,Was in charge of,Directed,0.59,action_verb
3341,Managed a team,Oversaw a team of 10 specialists,0.65,quantify
3342,Did,Achieved,0.85,action_verb
3343,Communicated with stakeholders,Aligned 6 department heads on strategic priorities,0.42,specificity
3344,Did,Achieved,0.53,action_verb
3345,Actively participated,Delivered [specific output],0.77,redundant
3346,Managed a team,Led a cross-functional team of 8,0.53,quantify
3347,Actively participated,Led [specific component],0.98,redundant
3348,Responsibilities included,Key contributions included,0.35,format
3349,Helped with,Assisted in delivering,0.94,action_verb
3350,Different things,Cross-disciplinary tasks including,0.66,vague
3351,Improved efficiency,Reduced processing time by 40%,0.65,quantify
3352,My duties were,Delivered,0.46,format
3353,Effectively communicated,Communicated [add channel/audience],0.52,redundant
3354,Improved efficiency,Cut operational costs by 25%,0.83,quantify
3355,Effectively communicated,Communicated [add channel/audience],0.34,redundant
3356,References available upon request,[Delete this line],0.51,filler
3357,Involved in,Engaged in,0.44,action_verb
3358,Worked on,Engineered,0.95,action_verb
3359,Successfully managed,Supervised [add budget],0.82,redundant
3360,Results-oriented,Achieved quantifiable results,0.49,buzzword
3361,Duties included,Key achievements included,0.66,format
3362,Many projects,Several enterprise-scale programs,0.83,vague
3363,Hard worker,Dedicated achiever,0.54,buzzword
3364,Team player,Cooperative strategist,0.34,buzzword
3365,Assisted the team,Enabled the product team to ship,0.86,action_verb
3366,I am,[Rewrite in third person implied],0.73,format
3367,Objective: To obtain a position,[Summarize top achievements],0.53,filler
3368,Different things,Diverse deliverables including,0.35,vague
3369,Familiar with,Working knowledge of,0.97,vague
3370,Participated in,Drove,0.96,action_verb
3371,Handled,Managed,0.42,action_verb
3372,Was tasked with developing,Engineered,0.47,passive
3373,Assisted with,Contributed to,0.81,action_verb
3374,Synergy,Cross-functional alignment,0.81,buzzword
3375,Detail-oriented,Accuracy-focused contributor,0.42,buzzword
3376,Detail-oriented,Meticulous in execution,0.5,buzzword
3377,Different things,Multiple workstreams such as,0.49,vague
3378,Saved money,Delivered $1M in cost savings,0.36,quantify
3379,References available upon request,[Delete this line],0.56,filler
3380,Good at,Demonstrated competency in,0.6,vague
3381,Effectively communicated,Reported to [leadership],0.83,redundant
3382,Proficient in Microsoft Office,Document automation with Word templates,0.31,specificity
3383,Objective: To obtain a position,[Craft a value proposition],0.9,filler
3384,Increased sales,Expanded pipeline by 200+ leads,0.72,quantify
3385,Involved in,Instrumental in,0.81,action_verb
3386,Self-starter,Independent problem-solver,0.62,buzzword
3387,A lot of experience,Deep domain expertise spanning,0.56,vague
3388,Successfully managed,Supervised [add budget],0.35,redundant
3389,Handled,Administered,0.44,action_verb
3390,Assisted the team,Enabled the product team to ship,0.3,action_verb
3391,Problem-solving skills,Architected caching solution reducing latency by 70%,0.81,specificity
3392,References available upon request,[Delete this line],0.58,filler
3393,Many projects,Numerous client-facing engagements,0.98,vague
3394,References available upon request,[Delete this line],0.64,filler
3395,Duties included,Delivered outcomes including,0.35,format
3396,Networking,Built partnerships with 25+ enterprise clients,0.99,specificity
3397,Made,Constructed,0.95,action_verb
3398,Tasked with,Assigned to lead,0.83,action_verb
3399,Self-starter,Self-directed professional,0.66,buzzword
3400,Familiar with,Practical proficiency in,0.79,vague
3401,Duties included,Drove results including,0.95,format
3402,Improved efficiency,Reduced processing time by 40%,0.47,quantify
3403,Worked on,Built,0.74,action_verb
3404,Job description,Achievement summary,0.79,format
3405,Duties included,Core deliverables included,0.48,format
3406,A lot of experience,Extensive hands-on experience,0.48,vague
3407,Successfully managed,Coordinated [add outcomes],0.97,redundant
3408,Knowledge of programming,Full-stack development with React and Node.js,0.31,specificity
3409,Managed a team,Managed a team of 12 engineers,0.75,quantify
3410,Assisted the team,Contributed to the QA team's testing of,0.58,action_verb
3411,Was given the opportunity to,Earned the role of,0.66,passive
3412,Took care of,Administered,0.42,action_verb
3413,Etc.,[Name actual examples],0.78,vague
3414,Some experience with,Practical exposure to,0.76,vague
3415,Objective: To obtain a position,[Summarize top achievements],0.52,filler
3416,Many projects,12+ cross-functional projects,0.38,vague
3417,Was asked to lead,Headed,0.87,passive
3418,Go-getter,Goal-oriented professional,0.95,buzzword
3419,Various tasks,Targeted projects including,0.3,vague
3420,Tasked with,Designated to,0.3,action_verb
3421,Was in charge of,Supervised,0.67,action_verb
3422,Duties included,Led initiatives such as,0.81,format
3423,Tasked with,Assigned to lead,0.56,action_verb
3424,My duties were,Contributed,0.44,format
3425,Dealt with,Mitigated,0.96,action_verb
3426,Different things,A range of initiatives including,0.87,vague
3427,Dealt with,Addressed,0.34,action_verb
3428,Dealt with,Addressed,0.48,action_verb
3429,Basic understanding of,Practical awareness of,0.61,vague
3430,Assisted the team,Aided the operations team in deploying,0.38,action_verb
3431,Actively participated,Drove [specific initiative],0.36,redundant
3432,Assisted with,Contributed to,0.39,action_verb
3433,Was in charge of,Headed,0.32,action_verb
3434,Detail-oriented,Accuracy-focused contributor,0.64,buzzword
3435,Increased sales,Increased sales by $500K annually,0.31,quantify
3436,Go-getter,Ambitious achiever,0.77,buzzword
3437,Saved money,Saved $200K annually through process optimization,0.37,quantify
3438,Utilized,Applied,0.56,passive
3439,Utilized,Deployed,0.95,passive
3440,Good at,Skilled at,0.72,vague
3441,Results-oriented,Produced tangible impact,0.78,buzzword
3442,Results-oriented,Produced tangible impact,0.87,buzzword
3443,Managed multiple projects,Coordinated 12 projects with 95% on-time delivery,0.77,quantify
3444,Objective: To obtain a position,[Summarize top achievements],0.34,filler
3445,Passionate about,Deep experience with,0.86,buzzword
3446,Responsible for,Spearheaded,0.91,action_verb
3447,Various tasks,Key responsibilities such as,0.32,vague
3448,Made,Crafted,0.5,action_verb
3449,I am,[Rewrite in third person implied],0.56,format
3450,Effectively communicated,Reported to [leadership],0.66,redundant
3451,Responsibilities included,Impact areas included,0.3,format
3452,Actively participated,Led [specific component],0.31,redundant
3453,References available upon request,[Remove entirely],0.98,filler
3454,Improved efficiency,Streamlined workflows saving 20 hrs/week,0.77,quantify
3455,Hard worker,Diligent executor,0.64,buzzword
3456,Improved efficiency,Boosted throughput by 50%,0.86,quantify
3457,Passionate about,Proven track record in,0.96,buzzword
3458,Managed multiple projects,Oversaw portfolio of 10 initiatives spanning 4 teams,0.99,quantify
3459,Good communication skills,Presented quarterly results to board of directors,0.81,specificity
3460,Think outside the box,Inventive analyst,0.44,buzzword
3461,Involved in,Instrumental in,0.91,action_verb
3462,Saved money,Negotiated $500K in vendor savings,0.32,quantify
3463,Familiar with,Working knowledge of,0.51,vague
3464,Job description,Career highlight,0.99,format
3465,A lot of experience,Extensive hands-on experience,0.93,vague
3466,Made,Constructed,0.76,action_verb
3467,Detail-oriented,Quality-driven professional,0.45,buzzword
3468,Increased sales,Increased sales by $500K annually,0.37,quantify
